"","id_estado","ANIO","estado","poblacion"
"719",23,2003,"Quintana Roo",1031171
"720",23,2004,"Quintana Roo",1083240
"721",23,2005,"Quintana Roo",1135309
"722",23,2006,"Quintana Roo",1173363
"723",23,2007,"Quintana Roo",1211417
"724",23,2008,"Quintana Roo",1249470
"725",23,2009,"Quintana Roo",1287524
"726",23,2010,"Quintana Roo",1325578
"727",23,2011,"Quintana Roo",1378819
"728",23,2012,"Quintana Roo",1432059
"729",23,2013,"Quintana Roo",1485300
"730",23,2014,"Quintana Roo",1538541
"731",23,2015,"Quintana Roo",1591782
"732",23,2016,"Quintana Roo",1645022
"733",23,2017,"Quintana Roo",1698263
"734",23,2018,"Quintana Roo",1751504
"735",23,2019,"Quintana Roo",1804744
"736",23,2020,"Quintana Roo",1857985
"737",24,1989,"San Luis Potosí",1963672
"738",24,1990,"San Luis Potosí",2003187
"739",24,1991,"San Luis Potosí",2042702
"740",24,1992,"San Luis Potosí",2082217
"741",24,1993,"San Luis Potosí",2121733
"742",24,1994,"San Luis Potosí",2161248
"743",24,1995,"San Luis Potosí",2200763
"744",24,1996,"San Luis Potosí",2220482
"745",24,1997,"San Luis Potosí",2240202
"746",24,1998,"San Luis Potosí",2259921
"747",24,1999,"San Luis Potosí",2279641
"748",24,2000,"San Luis Potosí",2299360
"749",24,2001,"San Luis Potosí",2321571
"750",24,2002,"San Luis Potosí",2343782
"751",24,2003,"San Luis Potosí",2365992
"752",24,2004,"San Luis Potosí",2388203
"753",24,2005,"San Luis Potosí",2410414
"754",24,2006,"San Luis Potosí",2445435
"755",24,2007,"San Luis Potosí",2480456
"756",24,2008,"San Luis Potosí",2515476
"757",24,2009,"San Luis Potosí",2550497
"758",24,2010,"San Luis Potosí",2585518
"759",24,2011,"San Luis Potosí",2609192
"760",24,2012,"San Luis Potosí",2632865
"761",24,2013,"San Luis Potosí",2656539
"762",24,2014,"San Luis Potosí",2680213
"763",24,2015,"San Luis Potosí",2703886
"764",24,2016,"San Luis Potosí",2727560
"765",24,2017,"San Luis Potosí",2751234
"766",24,2018,"San Luis Potosí",2774908
"767",24,2019,"San Luis Potosí",2798581
"768",24,2020,"San Luis Potosí",2822255
"769",25,1989,"Sinaloa",2159730
"770",25,1990,"Sinaloa",2204054
"771",25,1991,"Sinaloa",2248378
"772",25,1992,"Sinaloa",2292702
"773",25,1993,"Sinaloa",2337027
"774",25,1994,"Sinaloa",2381351
"775",25,1995,"Sinaloa",2425675
"776",25,1996,"Sinaloa",2447909
"777",25,1997,"Sinaloa",2470143
"778",25,1998,"Sinaloa",2492376
"779",25,1999,"Sinaloa",2514610
"780",25,2000,"Sinaloa",2536844
"781",25,2001,"Sinaloa",2551164
"782",25,2002,"Sinaloa",2565483
"783",25,2003,"Sinaloa",2579803
"784",25,2004,"Sinaloa",2594122
"785",25,2005,"Sinaloa",2608442
"786",25,2006,"Sinaloa",2640306
"787",25,2007,"Sinaloa",2672170
"788",25,2008,"Sinaloa",2704033
"789",25,2009,"Sinaloa",2735897
"790",25,2010,"Sinaloa",2767761
"791",25,2011,"Sinaloa",2793679
"792",25,2012,"Sinaloa",2819597
"793",25,2013,"Sinaloa",2845516
"794",25,2014,"Sinaloa",2871434
"795",25,2015,"Sinaloa",2897352
"796",25,2016,"Sinaloa",2923270
"797",25,2017,"Sinaloa",2949188
"798",25,2018,"Sinaloa",2975107
"799",25,2019,"Sinaloa",3001025
"800",25,2020,"Sinaloa",3026943
"801",26,1989,"Sonora",1771220
"802",26,1990,"Sonora",1823606
"803",26,1991,"Sonora",1875992
"804",26,1992,"Sonora",1928378
"805",26,1993,"Sonora",1980764
"806",26,1994,"Sonora",2033150
"807",26,1995,"Sonora",2085536
"808",26,1996,"Sonora",2111823
"809",26,1997,"Sonora",2138109
"810",26,1998,"Sonora",2164396
"811",26,1999,"Sonora",2190682
"812",26,2000,"Sonora",2216969
"813",26,2001,"Sonora",2252547
"814",26,2002,"Sonora",2288126
"815",26,2003,"Sonora",2323704
"816",26,2004,"Sonora",2359283
"817",26,2005,"Sonora",2394861
"818",26,2006,"Sonora",2448385
"819",26,2007,"Sonora",2501909
"820",26,2008,"Sonora",2555432
"821",26,2009,"Sonora",2608956
"822",26,2010,"Sonora",2662480
"823",26,2011,"Sonora",2690716
"824",26,2012,"Sonora",2718952
"825",26,2013,"Sonora",2747188
"826",26,2014,"Sonora",2775424
"827",26,2015,"Sonora",2803660
"828",26,2016,"Sonora",2831896
"829",26,2017,"Sonora",2860132
"830",26,2018,"Sonora",2888368
"831",26,2019,"Sonora",2916604
"832",26,2020,"Sonora",2944840
"833",27,1989,"Tabasco",1452339
"834",27,1990,"Tabasco",1501744
"835",27,1991,"Tabasco",1551149
"836",27,1992,"Tabasco",1600554
"837",27,1993,"Tabasco",1649959
"838",27,1994,"Tabasco",1699364
"839",27,1995,"Tabasco",1748769
"840",27,1996,"Tabasco",1777381
"841",27,1997,"Tabasco",1805993
"842",27,1998,"Tabasco",1834605
"843",27,1999,"Tabasco",1863217
"844",27,2000,"Tabasco",1891829
"845",27,2001,"Tabasco",1911457
"846",27,2002,"Tabasco",1931085
"847",27,2003,"Tabasco",1950713
"848",27,2004,"Tabasco",1970341
"849",27,2005,"Tabasco",1989969
"850",27,2006,"Tabasco",2039696
"851",27,2007,"Tabasco",2089423
"852",27,2008,"Tabasco",2139149
"853",27,2009,"Tabasco",2188876
"854",27,2010,"Tabasco",2238603
"855",27,2011,"Tabasco",2255002
"856",27,2012,"Tabasco",2271402
"857",27,2013,"Tabasco",2287802
"858",27,2014,"Tabasco",2304201
"859",27,2015,"Tabasco",2320600
"860",27,2016,"Tabasco",2337000
"861",27,2017,"Tabasco",2353400
"862",27,2018,"Tabasco",2369799
"863",27,2019,"Tabasco",2386198
"864",27,2020,"Tabasco",2402598
"865",28,1989,"Tamaulipas",2194032
"866",28,1990,"Tamaulipas",2249581
"867",28,1991,"Tamaulipas",2305130
"868",28,1992,"Tamaulipas",2360680
"869",28,1993,"Tamaulipas",2416229
"870",28,1994,"Tamaulipas",2471779
"871",28,1995,"Tamaulipas",2527328
"872",28,1996,"Tamaulipas",2572507
"873",28,1997,"Tamaulipas",2617686
"874",28,1998,"Tamaulipas",2662864
"875",28,1999,"Tamaulipas",2708043
"876",28,2000,"Tamaulipas",2753222
"877",28,2001,"Tamaulipas",2807425
"878",28,2002,"Tamaulipas",2861628
"879",28,2003,"Tamaulipas",2915832
"880",28,2004,"Tamaulipas",2970035
"881",28,2005,"Tamaulipas",3024238
"882",28,2006,"Tamaulipas",3073101
"883",28,2007,"Tamaulipas",3121964
"884",28,2008,"Tamaulipas",3170828
"885",28,2009,"Tamaulipas",3219691
"886",28,2010,"Tamaulipas",3268554
"887",28,2011,"Tamaulipas",3294472
"888",28,2012,"Tamaulipas",3320390
"889",28,2013,"Tamaulipas",3346308
"890",28,2014,"Tamaulipas",3372226
"891",28,2015,"Tamaulipas",3398144
"892",28,2016,"Tamaulipas",3424063
"893",28,2017,"Tamaulipas",3449981
"894",28,2018,"Tamaulipas",3475899
"895",28,2019,"Tamaulipas",3501817
"896",28,2020,"Tamaulipas",3527735
"897",29,1989,"Tlaxcala",736748
"898",29,1990,"Tlaxcala",761277
"899",29,1991,"Tlaxcala",785806
"900",29,1992,"Tlaxcala",810336
"901",29,1993,"Tlaxcala",834865
"902",29,1994,"Tlaxcala",859395
"903",29,1995,"Tlaxcala",883924
"904",29,1996,"Tlaxcala",899668
"905",29,1997,"Tlaxcala",915413
"906",29,1998,"Tlaxcala",931157
"907",29,1999,"Tlaxcala",946902
"908",29,2000,"Tlaxcala",962646
"909",29,2001,"Tlaxcala",983758
"910",29,2002,"Tlaxcala",1004870
"911",29,2003,"Tlaxcala",1025983
"912",29,2004,"Tlaxcala",1047095
"913",29,2005,"Tlaxcala",1068207
"914",29,2006,"Tlaxcala",1088553
"915",29,2007,"Tlaxcala",1108899
"916",29,2008,"Tlaxcala",1129244
"917",29,2009,"Tlaxcala",1149590
"918",29,2010,"Tlaxcala",1169936
"919",29,2011,"Tlaxcala",1187240
"920",29,2012,"Tlaxcala",1204544
"921",29,2013,"Tlaxcala",1221848
"922",29,2014,"Tlaxcala",1239152
"923",29,2015,"Tlaxcala",1256456
"924",29,2016,"Tlaxcala",1273761
"925",29,2017,"Tlaxcala",1291065
"926",29,2018,"Tlaxcala",1308369
"927",29,2019,"Tlaxcala",1325673
"928",29,2020,"Tlaxcala",1342977
"929",30,1989,"Veracruz de Ignacio de la Llave",6126422
"930",30,1990,"Veracruz de Ignacio de la Llave",6228239
"931",30,1991,"Veracruz de Ignacio de la Llave",6330056
"932",30,1992,"Veracruz de Ignacio de la Llave",6431873
"933",30,1993,"Veracruz de Ignacio de la Llave",6533690
"934",30,1994,"Veracruz de Ignacio de la Llave",6635507
"935",30,1995,"Veracruz de Ignacio de la Llave",6737324
"936",30,1996,"Veracruz de Ignacio de la Llave",6771654
"937",30,1997,"Veracruz de Ignacio de la Llave",6805984
"938",30,1998,"Veracruz de Ignacio de la Llave",6840315
"939",30,1999,"Veracruz de Ignacio de la Llave",6874645
"940",30,2000,"Veracruz de Ignacio de la Llave",6908975
"941",30,2001,"Veracruz de Ignacio de la Llave",6949223
"942",30,2002,"Veracruz de Ignacio de la Llave",6989471
"943",30,2003,"Veracruz de Ignacio de la Llave",7029718
"944",30,2004,"Veracruz de Ignacio de la Llave",7069966
"945",30,2005,"Veracruz de Ignacio de la Llave",7110214
"946",30,2006,"Veracruz de Ignacio de la Llave",7216810
"947",30,2007,"Veracruz de Ignacio de la Llave",7323406
"948",30,2008,"Veracruz de Ignacio de la Llave",7430002
"949",30,2009,"Veracruz de Ignacio de la Llave",7536598
"950",30,2010,"Veracruz de Ignacio de la Llave",7643194
"951",30,2011,"Veracruz de Ignacio de la Llave",7685132
"952",30,2012,"Veracruz de Ignacio de la Llave",7727071
"953",30,2013,"Veracruz de Ignacio de la Llave",7769010
"954",30,2014,"Veracruz de Ignacio de la Llave",7810948
"955",30,2015,"Veracruz de Ignacio de la Llave",7852886
"956",30,2016,"Veracruz de Ignacio de la Llave",7894825
"957",30,2017,"Veracruz de Ignacio de la Llave",7936764
"958",30,2018,"Veracruz de Ignacio de la Llave",7978702
"959",30,2019,"Veracruz de Ignacio de la Llave",8020640
"960",30,2020,"Veracruz de Ignacio de la Llave",8062579
"961",31,1989,"Yucatán",1324204
"962",31,1990,"Yucatán",1362940
"963",31,1991,"Yucatán",1401676
"964",31,1992,"Yucatán",1440413
"965",31,1993,"Yucatán",1479149
"966",31,1994,"Yucatán",1517886
"967",31,1995,"Yucatán",1556622
"968",31,1996,"Yucatán",1576940
"969",31,1997,"Yucatán",1597257
"970",31,1998,"Yucatán",1617575
"971",31,1999,"Yucatán",1637892
"972",31,2000,"Yucatán",1658210
"973",31,2001,"Yucatán",1690358
"974",31,2002,"Yucatán",1722505
"975",31,2003,"Yucatán",1754653
"976",31,2004,"Yucatán",1786800
"977",31,2005,"Yucatán",1818948
"978",31,2006,"Yucatán",1846274
"979",31,2007,"Yucatán",1873600
"980",31,2008,"Yucatán",1900925
"981",31,2009,"Yucatán",1928251
"982",31,2010,"Yucatán",1955577
"983",31,2011,"Yucatán",1992109
"984",31,2012,"Yucatán",2028641
"985",31,2013,"Yucatán",2065173
"986",31,2014,"Yucatán",2101705
"987",31,2015,"Yucatán",2138238
"988",31,2016,"Yucatán",2174770
"989",31,2017,"Yucatán",2211302
"990",31,2018,"Yucatán",2247834
"991",31,2019,"Yucatán",2284366
"992",31,2020,"Yucatán",2320898
"993",32,1989,"Zacatecas",1264288
"994",32,1990,"Zacatecas",1276323
"995",32,1991,"Zacatecas",1288358
"996",32,1992,"Zacatecas",1300392
"997",32,1993,"Zacatecas",1312427
"998",32,1994,"Zacatecas",1324461
"999",32,1995,"Zacatecas",1336496
"1000",32,1996,"Zacatecas",1339919
"1001",32,1997,"Zacatecas",1343342
"1002",32,1998,"Zacatecas",1346764
"1003",32,1999,"Zacatecas",1350187
"1004",32,2000,"Zacatecas",1353610
"1005",32,2001,"Zacatecas",1356426
"1006",32,2002,"Zacatecas",1359243
"1007",32,2003,"Zacatecas",1362059
"1008",32,2004,"Zacatecas",1364876
"1009",32,2005,"Zacatecas",1367692
"1010",32,2006,"Zacatecas",1392287
"1011",32,2007,"Zacatecas",1416882
"1012",32,2008,"Zacatecas",1441478
"1013",32,2009,"Zacatecas",1466073
"1014",32,2010,"Zacatecas",1490668
"1015",32,2011,"Zacatecas",1503815
"1016",32,2012,"Zacatecas",1516962
"1017",32,2013,"Zacatecas",1530109
"1018",32,2014,"Zacatecas",1543256
"1019",32,2015,"Zacatecas",1556403
"1020",32,2016,"Zacatecas",1569550
"1021",32,2017,"Zacatecas",1582697
"1022",32,2018,"Zacatecas",1595844
"1023",32,2019,"Zacatecas",1608991
"1024",32,2020,"Zacatecas",1622138
