ANIO,count,mean,std,min,25%,50%,75%,max
1989,32.0,49.18704692675037,31.771330174482433,29.181426100988002,29.181426100988002,36.18740287441265,54.93722052179887,154.410873860955
1990,32.0,59.35849932545625,37.94800594883208,29.181426100988002,39.7682227593598,49.81742542083421,65.90867468133037,202.602387623989
1991,32.0,84.80522972603785,64.66984791471302,29.181426100988002,40.0967178499449,68.7955544573764,108.9856795852,331.044277500098
1992,32.0,99.12309709732675,64.49895659711243,29.181426100988002,50.0229384911839,97.92127970257161,118.78809223397126,300.843739793301
1993,32.0,97.35348858056385,66.72270055136191,29.181426100988002,41.15358933532293,82.97262645007379,122.54569906196974,280.814757128949
1994,32.0,103.64555779027634,68.51048027730586,29.181426100988002,61.58837897524338,94.3402745578921,117.85634831248674,337.264626293131
1995,32.0,89.80944457085093,61.55098732495845,29.181426100988002,42.07077869472907,68.323302401909,115.15534744213375,251.252201818187
1996,32.0,122.95365449732867,96.15650341710848,29.181426100988002,57.68628234454083,99.56241535397609,169.53913027751298,466.880707140636
1997,32.0,166.04457540411173,106.00438682439179,29.8192260067407,102.233650282946,138.440573579511,212.0605483760538,483.77321773768404
1998,32.0,247.8556527162361,179.79144260227392,57.891404168552796,127.77541883546874,186.234600576379,291.2203341460425,886.0794242589931
1999,32.0,309.38604008488437,220.16028756307995,37.445816398443796,153.40160010070025,239.7399057002325,403.90166525655354,1028.04410543699
2000,32.0,415.9233939213174,298.90478542984886,94.8168419174477,252.167555825463,335.364894430458,468.98792028386106,1409.07637106736
2001,32.0,427.7019224074402,230.68389157518783,90.829073517827,278.3468764387217,388.02160498296155,538.5109222539935,1106.8799412079902
2002,32.0,433.94243366486063,238.95800370218763,94.28804014323549,260.8036029484555,375.67315587391647,616.6649944202203,932.339663969957
2003,32.0,502.64589555515334,274.2765633562342,88.2995586741873,342.64288474931425,465.904906365828,612.7641050901867,1138.66185180237
2004,32.0,539.5398142516894,343.34579935634423,80.1444678865232,352.0204454035668,474.06252474039354,697.0064767456073,1764.0347369643803
2005,32.0,695.2325448841826,358.7041499390963,81.6158070804118,453.8341946271207,663.6958650882115,926.0993568261167,1415.6296169238199
2006,32.0,809.7369729824634,492.0546335906131,76.3682401691232,472.22893610853953,688.4385095271821,1133.7326948927025,1896.8846088931898
2007,32.0,941.4828461177447,470.0896462718355,70.7347870409906,674.5482882993178,975.258930359875,1191.872050087515,1896.8846088931898
2008,32.0,1109.2095904414005,593.8331950529176,85.5548412008701,634.7455256468132,1042.28799863732,1619.58266642852,1896.8846088931898
2009,32.0,1187.3372430600002,622.0021215726562,56.1767847973115,663.011943356555,1119.217054884585,1896.8846088931898,1896.8846088931898
2010,32.0,1054.1647742554226,632.2560826148178,88.4517076051448,516.3362952825246,949.3823805988756,1669.6346916542377,1896.8846088931898
2011,32.0,951.3524487909087,572.2465141804817,116.15629315464199,522.3481395665095,846.4850473807195,1474.5236414330102,1896.8846088931898
2012,32.0,908.9502242003107,585.5946291420363,59.467221159386995,522.161832397612,732.565301727015,1190.2914988663026,1896.8846088931898
2013,32.0,935.6476869329905,568.9332513359926,176.786646872132,455.04636461284696,737.0818842245391,1463.8709191889927,1896.8846088931898
2014,32.0,876.6785601051733,526.0259641287029,139.008374116602,460.33582700173275,781.2392289729376,1250.92957467584,1896.8846088931898
2015,32.0,754.4892668718104,480.3431171776095,79.93596222684279,331.39071143272696,659.6135524472484,1050.0940242208899,1896.8846088931898
2016,32.0,697.9134467649744,420.5209580567368,29.181426100988002,317.134772859944,696.1296248555295,949.2309261197975,1896.8846088931898
2017,32.0,676.6386239994138,420.06624407745267,91.3663601684399,311.513383231526,667.734279544914,878.5536193350755,1896.8846088931898
2018,32.0,816.202966003387,513.1301963287912,116.206449156396,388.7848793655555,750.2881974475305,1263.5732939312625,1896.8846088931898
2019,15.0,573.3560669985111,332.01275740169314,214.001944547378,348.2016431068875,448.05436132834296,773.7739666245905,1422.53458240617
