ANIO,count,mean,std,min,25%,50%,75%,max
1989,32.0,76.38548998243431,118.8136149356461,5.48302189943112,22.617646934064748,30.62607078792125,62.18275239446218,563.191353051063
1990,32.0,106.61429727578374,170.91781140194354,14.1009550055445,33.77267243283508,45.57373987694321,71.84421795594179,819.818972961879
1991,32.0,128.20454162885488,194.34128474136966,25.841964062320198,43.791099630747205,61.04236824025615,100.22516488875232,942.95259440855
1992,32.0,221.62346562867182,343.07533079375526,25.8640003170824,54.666270672325226,83.28926991426691,182.25073732824924,1452.8814224634
1993,32.0,272.82632017897646,409.71491739027465,14.3027412587146,71.09084648665332,96.3331340109084,214.93999734804152,1572.73349066333
1994,32.0,343.8409221555004,449.1144415227467,14.327781870758601,83.72947812896923,133.1670050203625,415.42414692539677,1622.99389277764
1995,32.0,249.92361518407,380.16242846321234,30.587069881157603,76.84268746720868,120.92609409974298,198.69314347766723,1512.3306350162302
1996,32.0,292.54441950528036,498.26534235359514,37.644912712799,80.28504812949713,121.866389775492,189.20823668851472,2402.09721628486
1997,32.0,382.05318325755286,711.877976157695,54.0919621002263,102.23291961206232,149.120088875933,205.86057451619848,3194.57517822008
1998,32.0,430.05050918076296,655.3953176802648,82.1347334295731,151.5986490011755,194.2500303161475,281.17645046896246,3030.7083972966802
1999,32.0,532.3586741037916,804.0398052765009,94.77894135965391,186.08265615192798,224.3999032062485,340.812785597593,3689.98624561729
2000,32.0,526.8107451917382,847.0792617273929,95.7099165276654,200.944672026344,265.33080282810204,397.18509510907097,4338.10611783464
2001,32.0,463.7984911961639,519.2966903910468,111.79235959276699,220.03085055835376,285.1255182870205,492.1719501767143,2920.6173839937896
2002,32.0,496.29965085593227,562.2155952189418,98.67270043341699,206.97875312067077,340.91065181341594,467.8986899432077,3141.45501767899
2003,32.0,549.566753454254,584.8155226886319,175.152120503844,275.17501494794476,388.68378466333047,603.1667348301423,3338.4333998682396
2004,32.0,620.3453268729477,659.6957042126741,141.887737521199,317.44333312429853,397.2423544091945,695.4826853971457,3727.5939920768296
2005,32.0,718.8974469526759,709.0702086897479,237.626420373382,359.1996099207805,478.5991191321365,796.8357741626987,4009.4095390896996
2006,32.0,801.1039795060522,716.1076782836601,296.453624909996,442.5229150483555,577.6445390636904,898.077044627118,4148.18506430071
2007,32.0,864.3413659906043,740.9655671568687,316.08164228556,462.6851440426453,646.3257631777569,1023.2162506799825,4307.41159619386
2008,32.0,978.301806974295,851.7998068830592,352.04566539820604,514.8105492150933,679.727278031155,1049.1682131943899,4695.8990064114005
2009,32.0,948.0325499537714,804.5441272395838,324.34107725363,535.2082898403639,687.347891073033,981.7480060343788,4489.46976712985
2010,32.0,984.8535411842859,863.9522871967738,397.981095024095,615.8897365008172,690.3042846271785,1168.417203254975,5254.085218978929
2011,32.0,1153.403744844923,972.3203082777168,405.557703380768,648.0564979590924,963.6974315744856,1330.0877766398125,5884.33780437553
2012,32.0,1247.7672329749405,1093.2100356791693,526.408110455077,699.5222906286556,1014.358167148366,1296.86598673151,6734.03260145606
2013,32.0,1409.7346912712098,1110.366776415837,434.109389220263,919.0079816666271,1095.88130900789,1582.0909180248948,6613.69101164796
2014,32.0,1633.982768728677,1328.3043190381882,541.7414756220379,951.209610947031,1252.61964128028,1727.3174820291176,7568.7232465252
2015,32.0,1657.0808512447575,1486.6718195974272,570.597956086571,934.2657290479061,1223.07235766735,1897.4046487827277,8781.87514727847
2016,32.0,1761.9825165457974,1518.0992802940648,459.179094162564,948.5060192775337,1458.37659378386,2264.77829290573,9124.769305847809
2017,32.0,1941.3271794303473,1590.320910362972,555.2894907456421,981.2684656746122,1758.051736825535,2267.1623089085247,9682.66159541258
2018,32.0,2008.8116253470982,1712.1621287086773,488.004725519343,1101.1093676120802,1666.4751037309702,2323.6367758845154,10441.3843973811
2019,15.0,1903.4703281874897,2430.9515327331837,477.233781488149,955.6361086449169,1261.77558627033,1737.0193874635102,10465.0761091765
